annotation_id,corresponding_annotator_id,annotation_order,task_id,task_slot_order,method_step_order,output_id,output_quality_level,output_quality_level_order,rubric_total_points,rubric_max_points
autograder_annotation_002614,annotator_045,11,task_016,4,2,output_001177,good,2,11,11
autograder_annotation_002615,annotator_045,12,task_016,4,3,output_001213,excellent,3,10,11
autograder_annotation_002619,annotator_045,16,task_023,6,1,output_001677,intermediate,1,4,9
autograder_annotation_002620,annotator_045,17,task_023,6,2,output_001708,good,2,3.5,9
autograder_annotation_002621,annotator_045,18,task_023,6,3,output_001738,excellent,3,1,9
autograder_annotation_002625,annotator_045,22,task_004,8,1,output_000229,intermediate,1,7,13
autograder_annotation_002626,annotator_045,23,task_004,8,2,output_000288,excellent,3,6,13
autograder_annotation_002627,annotator_045,24,task_004,8,3,output_000255,good,2,5,13
autograder_annotation_002628,annotator_045,25,task_021,9,1,output_001589,excellent,3,-2.5,2
autograder_annotation_002629,annotator_045,26,task_021,9,2,output_001553,good,2,-1.5,2
autograder_annotation_002630,annotator_045,27,task_021,9,3,output_001524,intermediate,1,0,2
autograder_annotation_002637,annotator_045,34,task_020,12,1,output_001495,good,2,5,6
autograder_annotation_002638,annotator_045,35,task_020,12,2,output_001507,excellent,3,4,6
autograder_annotation_002639,annotator_045,36,task_020,12,3,output_001464,intermediate,1,5.5,6
autograder_annotation_002643,annotator_045,40,task_022,14,1,output_001621,intermediate,1,14.5,24
autograder_annotation_002644,annotator_045,41,task_022,14,2,output_001640,good,2,15,24
autograder_annotation_002645,annotator_045,42,task_022,14,3,output_001666,excellent,3,12,24
autograder_annotation_002646,annotator_045,43,task_011,15,1,output_000832,excellent,3,14,22
autograder_annotation_002647,annotator_045,44,task_011,15,2,output_000789,intermediate,1,15.5,22
autograder_annotation_002648,annotator_045,45,task_011,15,3,output_000827,good,2,13,22
autograder_annotation_002649,annotator_045,46,task_012,16,1,output_000881,good,2,7.5,12
autograder_annotation_002650,annotator_045,47,task_012,16,2,output_000915,excellent,3,9,12
autograder_annotation_002651,annotator_045,48,task_012,16,3,output_000859,intermediate,1,8.5,12
autograder_annotation_002655,annotator_045,52,task_019,18,1,output_001415,good,2,3,7
autograder_annotation_002656,annotator_045,53,task_019,18,2,output_001429,excellent,3,3.5,7
autograder_annotation_002657,annotator_045,54,task_019,18,3,output_001376,intermediate,1,3,7
autograder_annotation_002661,annotator_045,58,task_028,20,1,output_002066,good,2,7,18
autograder_annotation_002662,annotator_045,59,task_028,20,2,output_002101,excellent,3,4,18
autograder_annotation_002663,annotator_045,60,task_028,20,3,output_002056,intermediate,1,7,18
autograder_annotation_002664,annotator_045,61,task_010,21,1,output_000766,excellent,3,7.5,15
autograder_annotation_002665,annotator_045,62,task_010,21,2,output_000738,good,2,9,15
autograder_annotation_002666,annotator_045,63,task_010,21,3,output_000707,intermediate,1,9.5,15
autograder_annotation_002667,annotator_045,64,task_009,22,1,output_000687,excellent,3,14.5,15
autograder_annotation_002668,annotator_045,65,task_009,22,2,output_000661,good,2,14.5,15
autograder_annotation_002669,annotator_045,66,task_009,22,3,output_000634,intermediate,1,13.5,15
autograder_annotation_002673,annotator_045,70,task_018,24,1,output_001372,excellent,3,4,13
autograder_annotation_002674,annotator_045,71,task_018,24,2,output_001333,good,2,3.5,13
autograder_annotation_002675,annotator_045,72,task_018,24,3,output_001312,intermediate,1,-1,13
autograder_annotation_002679,annotator_045,76,task_015,26,1,output_001082,intermediate,1,20,21
autograder_annotation_002680,annotator_045,77,task_015,26,2,output_001100,good,2,17,21
autograder_annotation_002681,annotator_045,78,task_015,26,3,output_001134,excellent,3,14,21
autograder_annotation_002682,annotator_045,79,task_017,27,1,output_001232,intermediate,1,9,15
autograder_annotation_002683,annotator_045,80,task_017,27,2,output_001274,good,2,8,15
autograder_annotation_002684,annotator_045,81,task_017,27,3,output_001298,excellent,3,7,15
autograder_annotation_002688,annotator_045,85,task_025,29,1,output_001870,good,2,3.5,6
autograder_annotation_002689,annotator_045,86,task_025,29,2,output_001829,intermediate,1,2,6
autograder_annotation_002690,annotator_045,87,task_025,29,3,output_001882,excellent,3,1,6
autograder_annotation_002694,annotator_046,1,task_022,1,1,output_001645,good,2,15,24
autograder_annotation_002695,annotator_046,2,task_022,1,2,output_001650,excellent,3,14,24
autograder_annotation_002696,annotator_046,3,task_022,1,3,output_001614,intermediate,1,14,24
autograder_annotation_002700,annotator_046,7,task_007,4,1,output_000461,intermediate,1,9,24
autograder_annotation_002701,annotator_046,8,task_007,4,2,output_000493,good,2,10.5,24
autograder_annotation_002702,annotator_046,9,task_007,4,3,output_000502,excellent,3,9.5,24
autograder_annotation_002706,annotator_046,13,task_029,6,1,output_002190,excellent,3,8,12
autograder_annotation_002707,annotator_046,14,task_029,6,2,output_002123,intermediate,1,9,12
autograder_annotation_002708,annotator_046,15,task_029,6,3,output_002159,good,2,8,12
autograder_annotation_002712,annotator_046,19,task_016,8,1,output_001206,excellent,3,11,11
autograder_annotation_002713,annotator_046,20,task_016,8,2,output_001177,good,2,10,11
autograder_annotation_002714,annotator_046,21,task_016,8,3,output_001155,intermediate,1,10,11
autograder_annotation_002718,annotator_046,25,task_014,10,1,output_001047,good,2,2.5,4
autograder_annotation_002719,annotator_046,26,task_014,10,2,output_001018,intermediate,1,3,4
autograder_annotation_002720,annotator_046,27,task_014,10,3,output_001057,excellent,3,0,4
autograder_annotation_002724,annotator_046,31,task_005,12,1,output_000345,good,2,23,26
autograder_annotation_002725,annotator_046,32,task_005,12,2,output_000307,intermediate,1,21,26
autograder_annotation_002726,annotator_046,33,task_005,12,3,output_000361,excellent,3,23.5,26
autograder_annotation_002730,annotator_046,37,task_017,14,1,output_001297,excellent,3,8,15
autograder_annotation_002731,annotator_046,38,task_017,14,2,output_001258,good,2,6.5,15
autograder_annotation_002732,annotator_046,39,task_017,14,3,output_001231,intermediate,1,7,15
autograder_annotation_002736,annotator_046,43,task_012,16,1,output_000891,good,2,8.5,12
autograder_annotation_002737,annotator_046,44,task_012,16,2,output_000922,excellent,3,7.5,12
autograder_annotation_002738,annotator_046,45,task_012,16,3,output_000872,intermediate,1,8.5,12
autograder_annotation_002742,annotator_046,49,task_010,18,1,output_000762,excellent,3,9,15
autograder_annotation_002743,annotator_046,50,task_010,18,2,output_000720,intermediate,1,7,15
autograder_annotation_002744,annotator_046,51,task_010,18,3,output_000727,good,2,7,15
autograder_annotation_002748,annotator_046,55,task_009,20,1,output_000644,good,2,14.5,15
autograder_annotation_002749,annotator_046,56,task_009,20,2,output_000617,intermediate,1,13.5,15
autograder_annotation_002750,annotator_046,57,task_009,20,3,output_000694,excellent,3,14.5,15
autograder_annotation_002754,annotator_046,61,task_002,22,1,output_000082,intermediate,1,14,27
autograder_annotation_002755,annotator_046,62,task_002,22,2,output_000141,excellent,3,12,27
autograder_annotation_002756,annotator_046,63,task_002,22,3,output_000115,good,2,14.5,27
autograder_annotation_002764,annotator_048,4,task_022,2,1,output_001657,excellent,3,11.5,24
autograder_annotation_002765,annotator_048,5,task_022,2,2,output_001641,good,2,15.5,24
autograder_annotation_002766,annotator_048,6,task_022,2,3,output_001602,intermediate,1,12.5,24
autograder_annotation_002770,annotator_048,10,task_002,4,1,output_000116,good,2,13,27
autograder_annotation_002771,annotator_048,11,task_002,4,2,output_000133,excellent,3,13,27
autograder_annotation_002772,annotator_048,12,task_002,4,3,output_000083,intermediate,1,12.5,27
autograder_annotation_002776,annotator_048,16,task_006,9,1,output_000426,good,2,10.5,12
autograder_annotation_002777,annotator_048,17,task_006,9,2,output_000456,excellent,3,11,12
autograder_annotation_002778,annotator_048,18,task_006,9,3,output_000401,intermediate,1,11,12
autograder_annotation_002782,annotator_048,22,task_010,11,1,output_000716,intermediate,1,6,15
autograder_annotation_002783,annotator_048,23,task_010,11,2,output_000738,good,2,8,15
autograder_annotation_002784,annotator_048,24,task_010,11,3,output_000755,excellent,3,6,15
autograder_annotation_002788,annotator_048,28,task_003,17,1,output_000148,intermediate,1,9,14
autograder_annotation_002789,annotator_048,29,task_003,17,2,output_000219,excellent,3,9,14
autograder_annotation_002790,annotator_048,30,task_003,17,3,output_000197,good,2,6.5,14
autograder_annotation_002794,annotator_048,34,task_023,22,1,output_001724,good,2,3.5,9
autograder_annotation_002795,annotator_048,35,task_023,22,2,output_001741,excellent,3,3.5,9
autograder_annotation_002796,annotator_048,36,task_023,22,3,output_001684,intermediate,1,4,9
autograder_annotation_002800,annotator_048,40,task_029,30,1,output_002124,intermediate,1,6,12
autograder_annotation_002801,annotator_048,41,task_029,30,2,output_002138,good,2,7,12
autograder_annotation_002802,annotator_048,42,task_029,30,3,output_002171,excellent,3,8.5,12
autograder_annotation_002803,annotator_049,1,task_010,1,1,output_000749,excellent,3,7,15
autograder_annotation_002804,annotator_049,2,task_010,1,2,output_000723,good,2,10,15
autograder_annotation_002805,annotator_049,3,task_010,1,3,output_000718,intermediate,1,7,15
autograder_annotation_002809,annotator_049,7,task_007,3,1,output_000504,excellent,3,9.5,24
autograder_annotation_002810,annotator_049,8,task_007,3,2,output_000491,good,2,8.5,24
autograder_annotation_002811,annotator_049,9,task_007,3,3,output_000458,intermediate,1,8,24
autograder_annotation_002815,annotator_049,13,task_025,5,1,output_001872,excellent,3,1,6
autograder_annotation_002816,annotator_049,14,task_025,5,2,output_001843,intermediate,1,3,6
autograder_annotation_002817,annotator_049,15,task_025,5,3,output_001853,good,2,3,6
autograder_annotation_002821,annotator_049,19,task_005,7,1,output_000365,excellent,3,15.5,26
autograder_annotation_002822,annotator_049,20,task_005,7,2,output_000332,good,2,22.5,26
autograder_annotation_002823,annotator_049,21,task_005,7,3,output_000325,intermediate,1,19,26
autograder_annotation_002827,annotator_049,25,task_017,9,1,output_001238,intermediate,1,9,15
autograder_annotation_002828,annotator_049,26,task_017,9,2,output_001265,good,2,7,15
autograder_annotation_002829,annotator_049,27,task_017,9,3,output_001281,excellent,3,5.5,15
autograder_annotation_002833,annotator_049,31,task_029,11,1,output_002133,intermediate,1,8,12
autograder_annotation_002834,annotator_049,32,task_029,11,2,output_002162,good,2,6.5,12
autograder_annotation_002835,annotator_049,33,task_029,11,3,output_002165,excellent,3,8.5,12
autograder_annotation_002839,annotator_049,37,task_016,13,1,output_001167,intermediate,1,11,11
autograder_annotation_002840,annotator_049,38,task_016,13,2,output_001200,excellent,3,11,11
autograder_annotation_002841,annotator_049,39,task_016,13,3,output_001180,good,2,11,11
autograder_annotation_002845,annotator_049,43,task_028,15,1,output_002090,excellent,3,4.5,18
autograder_annotation_002846,annotator_049,44,task_028,15,2,output_002046,intermediate,1,5.5,18
autograder_annotation_002847,annotator_049,45,task_028,15,3,output_002083,good,2,5,18
autograder_annotation_002851,annotator_049,49,task_014,17,1,output_001031,good,2,1.5,4
autograder_annotation_002852,annotator_049,50,task_014,17,2,output_001015,intermediate,1,4,4
autograder_annotation_002853,annotator_049,51,task_014,17,3,output_001064,excellent,3,1,4
autograder_annotation_002857,annotator_049,55,task_002,19,1,output_000107,good,2,14,27
autograder_annotation_002858,annotator_049,56,task_002,19,2,output_000075,intermediate,1,13,27
autograder_annotation_002859,annotator_049,57,task_002,19,3,output_000143,excellent,3,13,27
autograder_annotation_002863,annotator_049,61,task_012,21,1,output_000877,good,2,7.5,12
autograder_annotation_002864,annotator_049,62,task_012,21,2,output_000908,excellent,3,5.5,12
autograder_annotation_002865,annotator_049,63,task_012,21,3,output_000875,intermediate,1,8,12
autograder_annotation_002869,annotator_049,67,task_013,23,1,output_000939,intermediate,1,1,4
autograder_annotation_002870,annotator_049,68,task_013,23,2,output_000974,good,2,0,4
autograder_annotation_002871,annotator_049,69,task_013,23,3,output_000990,excellent,3,-0.5,4
autograder_annotation_002875,annotator_049,73,task_024,25,1,output_001796,good,2,0.5,3
autograder_annotation_002876,annotator_049,74,task_024,25,2,output_001770,intermediate,1,-0.5,3
autograder_annotation_002877,annotator_049,75,task_024,25,3,output_001814,excellent,3,-2,3
autograder_annotation_002881,annotator_049,79,task_023,27,1,output_001704,good,2,5.5,9
autograder_annotation_002882,annotator_049,80,task_023,27,2,output_001693,intermediate,1,4,9
autograder_annotation_002883,annotator_049,81,task_023,27,3,output_001742,excellent,3,4,9
autograder_annotation_002887,annotator_049,85,task_009,29,1,output_000691,excellent,3,13,15
autograder_annotation_002888,annotator_049,86,task_009,29,2,output_000625,intermediate,1,12.5,15
autograder_annotation_002889,annotator_049,87,task_009,29,3,output_000654,good,2,14.5,15
autograder_annotation_002896,annotator_050,4,task_022,2,1,output_001623,good,2,16.5,24
autograder_annotation_002897,annotator_050,5,task_022,2,2,output_001615,intermediate,1,14,24
autograder_annotation_002898,annotator_050,6,task_022,2,3,output_001656,excellent,3,16,24
autograder_annotation_002902,annotator_050,10,task_001,4,1,output_000019,intermediate,1,7.5,8
autograder_annotation_002903,annotator_050,11,task_001,4,2,output_000057,excellent,3,7,8
autograder_annotation_002904,annotator_050,12,task_001,4,3,output_000034,good,2,7.5,8
autograder_annotation_002908,annotator_050,16,task_008,6,1,output_000585,excellent,3,4,9
autograder_annotation_002909,annotator_050,17,task_008,6,2,output_000580,good,2,5,9
autograder_annotation_002910,annotator_050,18,task_008,6,3,output_000535,intermediate,1,6.5,9
autograder_annotation_002917,annotator_050,25,task_006,9,1,output_000403,intermediate,1,9,12
autograder_annotation_002918,annotator_050,26,task_006,9,2,output_000446,excellent,3,10.5,12
autograder_annotation_002919,annotator_050,27,task_006,9,3,output_000412,good,2,11,12
autograder_annotation_002923,annotator_050,31,task_028,11,1,output_002085,excellent,3,4.5,18
autograder_annotation_002924,annotator_050,32,task_028,11,2,output_002068,good,2,4.5,18
autograder_annotation_002925,annotator_050,33,task_028,11,3,output_002052,intermediate,1,4.5,18
autograder_annotation_002929,annotator_050,37,task_010,13,1,output_000734,good,2,9,15
autograder_annotation_002930,annotator_050,38,task_010,13,2,output_000748,excellent,3,7.5,15
autograder_annotation_002931,annotator_050,39,task_010,13,3,output_000700,intermediate,1,7,15
autograder_annotation_002935,annotator_050,43,task_030,15,1,output_002262,excellent,3,14,17
autograder_annotation_002936,annotator_050,44,task_030,15,2,output_002209,intermediate,1,15,17
autograder_annotation_002937,annotator_050,45,task_030,15,3,output_002242,good,2,11.5,17
autograder_annotation_002941,annotator_050,49,task_021,17,1,output_001527,intermediate,1,0,2
autograder_annotation_002942,annotator_050,50,task_021,17,2,output_001562,good,2,0,2
autograder_annotation_002943,annotator_050,51,task_021,17,3,output_001580,excellent,3,-1.5,2
autograder_annotation_002947,annotator_050,55,task_011,19,1,output_000780,intermediate,1,14,22
autograder_annotation_002948,annotator_050,56,task_011,19,2,output_000836,excellent,3,12,22
autograder_annotation_002949,annotator_050,57,task_011,19,3,output_000814,good,2,16.5,22
autograder_annotation_002953,annotator_050,61,task_005,21,1,output_000352,excellent,3,21.5,26
autograder_annotation_002954,annotator_050,62,task_005,21,2,output_000322,intermediate,1,22,26
autograder_annotation_002955,annotator_050,63,task_005,21,3,output_000330,good,2,17.5,26
autograder_annotation_002959,annotator_050,67,task_015,23,1,output_001125,excellent,3,16.5,21
autograder_annotation_002960,annotator_050,68,task_015,23,2,output_001117,good,2,15,21
autograder_annotation_002961,annotator_050,69,task_015,23,3,output_001093,intermediate,1,17,21
autograder_annotation_002965,annotator_050,73,task_013,25,1,output_000940,intermediate,1,-0.5,4
autograder_annotation_002966,annotator_050,74,task_013,25,2,output_000996,excellent,3,-4,4
autograder_annotation_002967,annotator_050,75,task_013,25,3,output_000973,good,2,1,4
autograder_annotation_002971,annotator_050,79,task_024,27,1,output_001778,good,2,-3,3
autograder_annotation_002972,annotator_050,80,task_024,27,2,output_001811,excellent,3,-2,3
autograder_annotation_002973,annotator_050,81,task_024,27,3,output_001764,intermediate,1,0,3
autograder_annotation_002977,annotator_050,85,task_020,29,1,output_001481,good,2,5,6
autograder_annotation_002978,annotator_050,86,task_020,29,2,output_001456,intermediate,1,5.5,6
autograder_annotation_002979,annotator_050,87,task_020,29,3,output_001514,excellent,3,4,6
autograder_annotation_002983,annotator_051,1,task_008,1,1,output_000604,excellent,3,5,9
autograder_annotation_002984,annotator_051,2,task_008,1,2,output_000565,good,2,6,9
autograder_annotation_002985,annotator_051,3,task_008,1,3,output_000537,intermediate,1,5.5,9
autograder_annotation_002989,annotator_051,7,task_021,3,1,output_001552,good,2,-0.5,2
autograder_annotation_002990,annotator_051,8,task_021,3,2,output_001595,excellent,3,-3.5,2
autograder_annotation_002991,annotator_051,9,task_021,3,3,output_001532,intermediate,1,-1.5,2
autograder_annotation_002995,annotator_051,13,task_030,5,1,output_002225,good,2,14.5,17
autograder_annotation_002996,annotator_051,14,task_030,5,2,output_002271,excellent,3,16,17
autograder_annotation_002997,annotator_051,15,task_030,5,3,output_002194,intermediate,1,13.5,17
autograder_annotation_003001,annotator_051,19,task_014,7,1,output_001037,good,2,3,4
autograder_annotation_003002,annotator_051,20,task_014,7,2,output_001004,intermediate,1,2,4
autograder_annotation_003003,annotator_051,21,task_014,7,3,output_001064,excellent,3,1,4
autograder_annotation_003007,annotator_051,25,task_010,9,1,output_000759,excellent,3,8.5,15
autograder_annotation_003008,annotator_051,26,task_010,9,2,output_000704,intermediate,1,9.5,15
autograder_annotation_003009,annotator_051,27,task_010,9,3,output_000725,good,2,7,15
autograder_annotation_003013,annotator_051,31,task_001,11,1,output_000069,excellent,3,7,8
autograder_annotation_003014,annotator_051,32,task_001,11,2,output_000041,good,2,7.5,8
autograder_annotation_003015,annotator_051,33,task_001,11,3,output_000023,intermediate,1,7.5,8
autograder_annotation_003019,annotator_051,37,task_012,13,1,output_000924,excellent,3,10,12
autograder_annotation_003020,annotator_051,38,task_012,13,2,output_000871,intermediate,1,7.5,12
autograder_annotation_003021,annotator_051,39,task_012,13,3,output_000904,good,2,7,12
autograder_annotation_003025,annotator_051,43,task_002,15,1,output_000123,excellent,3,12,27
autograder_annotation_003026,annotator_051,44,task_002,15,2,output_000076,intermediate,1,14,27
autograder_annotation_003027,annotator_051,45,task_002,15,3,output_000119,good,2,13,27
autograder_annotation_003031,annotator_051,49,task_024,17,1,output_001764,intermediate,1,0,3
autograder_annotation_003032,annotator_051,50,task_024,17,2,output_001790,good,2,-1.5,3
autograder_annotation_003033,annotator_051,51,task_024,17,3,output_001801,excellent,3,-1,3
autograder_annotation_003037,annotator_051,55,task_011,19,1,output_000819,good,2,13,22
autograder_annotation_003038,annotator_051,56,task_011,19,2,output_000792,intermediate,1,15,22
autograder_annotation_003039,annotator_051,57,task_011,19,3,output_000830,excellent,3,14,22
autograder_annotation_003043,annotator_051,61,task_006,21,1,output_000454,excellent,3,11,12
autograder_annotation_003044,annotator_051,62,task_006,21,2,output_000398,intermediate,1,11,12
autograder_annotation_003045,annotator_051,63,task_006,21,3,output_000408,good,2,11.5,12
autograder_annotation_003049,annotator_051,67,task_018,23,1,output_001350,excellent,3,3.5,13
autograder_annotation_003050,annotator_051,68,task_018,23,2,output_001346,good,2,4,13
autograder_annotation_003051,annotator_051,69,task_018,23,3,output_001306,intermediate,1,2.5,13
autograder_annotation_003055,annotator_051,73,task_029,25,1,output_002111,intermediate,1,8,12
autograder_annotation_003056,annotator_051,74,task_029,25,2,output_002148,good,2,9,12
autograder_annotation_003057,annotator_051,75,task_029,25,3,output_002192,excellent,3,8,12
autograder_annotation_003061,annotator_051,79,task_017,27,1,output_001256,good,2,7,15
autograder_annotation_003062,annotator_051,80,task_017,27,2,output_001300,excellent,3,7,15
autograder_annotation_003063,annotator_051,81,task_017,27,3,output_001235,intermediate,1,8.5,15
autograder_annotation_003067,annotator_051,85,task_027,29,1,output_002039,excellent,3,-6.5,22
autograder_annotation_003068,annotator_051,86,task_027,29,2,output_002009,good,2,-2,22
autograder_annotation_003069,annotator_051,87,task_027,29,3,output_001973,intermediate,1,5,22
autograder_annotation_003076,annotator_052,4,task_012,3,1,output_000865,intermediate,1,7.5,12
autograder_annotation_003077,annotator_052,5,task_012,3,2,output_000883,good,2,7.5,12
autograder_annotation_003078,annotator_052,6,task_012,3,3,output_000911,excellent,3,7,12
